hospital_name,location,id_code
AtoZ동물병원,경기도 성남시 분당구 백현동,378000001020130001
BAC 바른동물병원,경상북도 안동시 남후면 단호리,507000001020170002
BB동물병원,울산광역시 울주군 범서읍 구영리,373000001020140001
BK심장동물병원,서울특별시 성동구 행당동,303000001020240002
BL불임우병원,경기도 화성시 우정읍 조암리,553000001020210002
BS조은동물병원,부산광역시 해운대구 반송동,333000001020110001
Be 동물병원,경기도 부천시 소사구 괴안동,386000001020080008
C.T.종합동물병원,서울특별시 마포구 신공덕동,313000001020010004
CH동물병원,서울특별시 강동구 천호동,324000001020030009
CM 동물병원,충청북도 진천군 광혜원면 광혜원리,445000001020200001
Central 동물병원,인천광역시 연수구 송도동,352000001020130001
D&C동물병원,인천광역시 남동구 간석동,353000001020090003
DK동물병원,경상북도 칠곡군 동명면 금암리,522000001020150001
DS동물병원,서울특별시 관악구 신림동,320000001019950001
Dr. dog 동물영상의료센터,경기도 고양시 일산동구 정발산동,394000001020030008
Dr. 오즈 동물병원,경기도 성남시 분당구 서현동,378000001020150003
Dr.G 동물병원,인천광역시 강화군 선원면 창리,357000001020180001
Dr.JK 동물병원,경기도 고양시 일산동구 장항동,394000001020040010
Dr.J동물병원,경기도 용인시 기흥구 영덕동,563000001020100001
Dr.K 종합동물병원,충청남도 아산시 둔포면 석곡리,452000001020180002
Dr.Mini 하늘다람쥐 전문병원,경기도 파주시 문발동,406000001020180001
Dr.dog동물의료센터,경기도 고양시 일산동구 정발산동,394000001020160001
Dr.남동물병원,광주광역시 서구 화정동,360000001020070002
Dr.수동물병원,서울특별시 영등포구 여의도동,318000001020070002
Dr.윤 동물의료센터,서울특별시 은평구 대조동,311000001020120001
Dr.주 동물병원,서울특별시 강동구 둔촌동,324000001020140002
Dr루아동물병원,경기도 동두천시 생연동,392000001020240001
E 동물의료원,충청북도 보은군 마로면 관기리,442000001020080001
FM 동물메디컬센터,경기도 고양시 덕양구 화정동,394000001020170001
FM동물영상의학센터,경기도 김포시 장기동,409000001020250002
GD동물병원,서울특별시 강동구 상일동,324000001019960001
H 동물병원,서울특별시 강북구 미아동,308000001020150001
H.B.(꿀벌)동물병원,충청북도 보은군 마로면 관기리,442000001020240001
Helix ADI Center : 헬릭스 영상진단센터,경기도 고양시 덕양구 행신동,394000001020120002
I-pet 동물병원,서울특별시 영등포구 여의도동,318000001020110001
J&C 동물병원「산업동물 출장진료 전문」,경기도 이천시 설성면 신필리,407000001020020002
J.H 동물병원,대전광역시 서구 갈마동,366000001020030002
JA 임상병리 동물병원,경기도 안양시 만안구 안양동,383000001020190001
JM서울동물병원(산업동물출장진료전문),경상남도 함안군 군북면 월촌리,540000001020190001
Jpet동물병원,부산광역시 연제구 연산동,337000001020180003
J동물병원,인천광역시 서구 청라동,356000001020170004
KABB 동물병원,대구광역시 수성구 지산동,346000001020210001
KB동물병원(출장진료전문),경상남도 진주시 사봉면 봉곡리,531000001020220003
KP 양계연구소,전북특별자치도 군산시 대야면 지경리,467100001020080001
KRA 렛츠런파크제주 동물병원,제주특별자치도 제주시 애월읍 유수암리,651000001019971001
KRA 장수동물병원,전북특별자치도 장수군 장계면 명덕리,475100001020180001
KRH동물병원,경기도 김포시 감정동,409000001020020001
KU건국동물병원,충청남도 예산군 예산읍 산성리,461000001020160002
LOVE MY PET 동물병원,서울특별시 은평구 응암동,311000001020000001
MK동물병원,울산광역시 울주군 온산읍 덕신리,373000001020140002
MS동물병원,부산광역시 연제구 연산동,337000001020140002
NS대흥동물병원,충청남도 논산시 부적면 덕평리,454000001020200001
O.K 동물병원,경상남도 창원시 진해구 여좌동,567000001020002002
OK동물병원,전북특별자치도 진안군 진안읍 군하리,473100001020230001
PET119동물병원,전라남도 목포시 상동,480000001020020002
PET25시동물병원,경기도 평택시 평택동,391000001020030002
PMC동물병원「산업동물 출장진료 전문」,경기도 이천시 대월면 사동리,407000001020110002
PNH 동물병원,충청남도 홍성군 홍북읍 용산리,460000001020230002
ROAR clinic,경기도 하남시 덕풍동,404000001020230001
SKY동물병원,서울특별시 강서구 방화동,315000001020000001
SK동물병원(출장진료전문),경상남도 함안군 군북면 월촌리,540000001020240001
S동물병원,경기도 부천시 원미구 상동,386000001020130001
S동물의료센터,경기도 화성시 반송동,553000001020180007
THE힘찬동물병원,경기도 용인시 기흥구 중동,563000001020180001
TL 동물병원,대구광역시 달서구 진천동,347000001020240002
TLC 동물의료센터,경기도 부천시 원미구 중동,386000001020190001
The Ark(디아크),서울특별시 강남구 논현동,322000001020230006
The행복한동물병원,경상남도 창원시 마산회원구 내서읍 호계리,567000001020051001
UN동물의료센터,부산광역시 남구 대연동,331000001020170001
VIP 동물의료센터,서울특별시 성북구 동소문동6가,307000001020090001
VIP 반려동물 암센터,서울특별시 강남구 청담동,322000001020230001
VIP동물의료센터 동대문점,서울특별시 동대문구 장안동,305000001020130004
VIP동물의료센터 서초동작점,서울특별시 서초구 방배동,321000001020160003
VIP동물의료센터 청담점,서울특별시 강남구 청담동,322000001020210002
VIP동물한방재활의학센터by.Dr.신사경,서울특별시 강남구 청담동,322000001020210001
W 인천심장동물병원,인천광역시 서구 청라동,356000001020230003
WE 동물병원,경기도 수원시 장안구 정자동,374000001020130007
Wellness clinic 동물병원,경기도 용인시 기흥구 보정동,563000001020120003
Wiz-Pet 동물병원,경기도 고양시 일산동구 백석동,394000001020150009
W동물의료센터,부산광역시 남구 용호동,331000001020190002
YJ Animal Clinic,경기도 수원시 권선구 권선동,374000001020230007
YS동물병원,전라남도 나주시 빛가람동,483000001020240001
ZOO동물병원,서울특별시 성북구 정릉동,307000001020070005
e-동물 메디컬 센터,전라남도 무안군 삼향읍 남악리,495000001020160002
on동물병원,경상남도 통영시 북신동,533000001020180001
sun동물병원,경기도 수원시 권선구 곡반정동,374000001020200001
two현동물병원,경기도 평택시 동삭동,391000001020110004
y동물병원,대구광역시 수성구 시지동,346000001020140003
가경 나음 동물병원,충청북도 청주시 흥덕구 가경동,573000001020200002
가까운동물병원,충청북도 청주시 서원구 분평동,572500001019932001
가나다 동물병원,부산광역시 사상구 주례동,339000001020200001
가나다동물병원,전라남도 해남군 해남읍 고도리,493000001020020006
가나동물병원,경기도 성남시 수정구 신흥동,378000001020010005
가나동물병원,대구광역시 북구 산격동,345000001020030004
가나동물병원,충청남도 논산시 연무읍 안심리,454000001019950001
가나동물병원,충청남도 아산시 온천동,452000001020020002
가나동물병원,서울특별시 강동구 암사동,324000001020000002
가나동물병원,경기도 부천시 소사구 송내동,386000001020050009
가나동물병원,경상북도 구미시 원평동,508000001019920001
가나동물병원,서울특별시 도봉구 방학동,309000001020020001
가나종합동물병원,경상북도 포항시 북구 죽도동,502000001019970001
가나종합동물병원,경상북도 경산시 옥산동,513000001020160003
가나종합동물병원,서울특별시 양천구 목동,314000001020090005
가남동물병원,경기도 여주시 가남읍 태평리,570000001020240001
가능동물병원,경기도 의정부시 가능동,382000001019990002
가든펫동물병원,서울특별시 은평구 증산동,311000001020170003
가디언 동물의료센터,서울특별시 서초구 방배동,321000001020240002
가락종합동물병원,서울특별시 송파구 방이동,323000001019990001
가람 동물병원,대전광역시 동구 판암동,364000001020250001
가람가축병원,경상북도 김천시 황금동,506000001019980001
가람동물병원,경상남도 창원시 마산회원구 합성동,567000001020021001
가람동물병원,서울특별시 강동구 성내동,324000001020150003
가람동물병원,경기도 김포시 양촌읍 양곡리,409000001019930001
가람동물병원,경상남도 진주시 칠암동,531000001019960003
가람동물병원,제주특별자치도 서귀포시 대정읍 하모리,652000001020031001
가람동물병원,대구광역시 달서구 상인동,347000001019960001
가람동물병원,경기도 고양시 일산동구 마두동,394000001019960003
가람동물병원,경상북도 상주시 복룡동,511000001019960001
가람동물병원,경상북도 경주시 외동읍 입실리,505000001020020002
가람동물병원,경기도 부천시 소사구 괴안동,386000001020050013
가람동물병원,경기도 구리시 인창동,398000001020060001
가람동물병원,전라남도 나주시 빛가람동,483000001020140001
가로수동물병원,광주광역시 서구 화정동,360000001020080002
가로수동물병원,서울특별시 강남구 신사동,322000001020150005
가믄장 동물병원,충청남도 금산군 금산읍 상리,455000001020060001
가야농업협동조합동물병원,경상남도 합천군 가야면 황산리,548000001020050001
가야동물병원,경기도 부천시 원미구 심곡동,386000001020100001
가야동물병원,경상북도 김천시 남산동,506000001020000001
가야동물병원,경상남도 밀양시 내이동,536000001020020001
가야동물병원,경기도 수원시 팔달구 매산로3가,374000001020030014
가야동물병원,광주광역시 북구 우산동,362000001020040013
가야종합동물병원,부산광역시 부산진구 개금동,329000001020030003
가양동물의료센터,대전광역시 동구 가양동,364000001020230003
가양쿨펫동물병원,서울특별시 강서구 가양동,315000001020110001
가온동물병원,충청남도 천안시 동남구 청당동,565000001020150004
가온동물병원,부산광역시 서구 서대신동1가,326000001020180001
가온동물병원,전북특별자치도 김제시 신풍동,471100001020210001
가온동물병원,대구광역시 북구 서변동,345000001020150001
가온동물병원,서울특별시 양천구 목동,314000001020190001
가온동물병원,경상남도 양산시 중부동,538000001019970001
가온동물의료센터,경상남도 창원시 성산구 가음동,567000001020180003
가온동물의료센터,인천광역시 서구 가정동,356000001020210005
가이드 동물의료센터,경기도 군포시 금정동,402000001020240001
가인동물병원,충청북도 충주시 연수동,439000001020040001
가재울봉쥬르동물병원,서울특별시 서대문구 북가좌동,312000001020110003
가정동물병원,인천광역시 서구 가정동,356000001019910001
가족동물병원,경상북도 영주시 가흥동,509000001020220001
가족동물병원,전북특별자치도 군산시 수송동,467100001020020001
가좌동물병원,서울특별시 서대문구 북가좌동,312000001019940001
가축유전자원센터 동물병원,경상남도 함양군 서상면 상남리,546000001020200001
가평동물병원,경기도 가평군 가평읍 읍내리,416000001020230001
가평축산농협 동물병원,경기도 가평군 가평읍 대곡리,416000001020110003
갈매동물병원,,398000001020170002
감계동물병원,경상남도 창원시 의창구 북면 감계리,567000001020150009
감자동물병원,대구광역시 수성구 매호동,346000001020190002
감춘영가축병원,경상남도 남해군 남해읍 서변리,543000001020030001
갑을동물병원,부산광역시 해운대구 재송동,333000001020040006
강 동물병원,경기도 용인시 처인구 백암면 백암리,562000001020160002
강 동물병원(산업동물출장진료 동물병원),경상남도 김해시 진영읍 여래리,535000001019950003
강남25동물병원,서울특별시 강남구 논현동,322000001020000004
강남가축병원,강원특별자치도 강릉시 포남동,420000001020130001
강남다온동물병원,서울특별시 강남구 도곡동,322000001020150009
강남동물메디컬센터,경기도 광주시 퇴촌면 관음리,554000001020210002
강남동물병원,서울특별시 강남구 논현동,322000001020110009
강남동물병원,경기도 군포시 산본동,402000001020060003
강남동물병원,경기도 양평군 서종면 문호리,417000001020220002
강남동물병원,경기도 화성시 향남읍 행정리,553000001020120003
강남동물병원,경기도 성남시 중원구 금광동,378000001020040015
강남동물병원,전라남도 광양시 광양읍 덕례리,484000001020230001
강남동물병원,경기도 고양시 일산동구 식사동,394000001020010001
강남동물병원,경상북도 구미시 원평동,508000001020060001
강남동물병원,제주특별자치도 제주시 삼도이동,651000001020010001
강남동물병원,경기도 평택시 팽성읍 안정리,391000001020120001
강남동물병원,충청남도 홍성군 홍성읍 고암리,460000001020040002
강남동물병원,울산광역시 남구 달동,370000001020050001
강남동물의료센터,경기도 용인시 수지구 동천동,564000001020100005
강남메디컬동물병원,경상북도 안동시 정하동,507000001020190001
강남애니동물병원,경기도 하남시 신장동,404000001020110001
강남예치과동물병원,서울특별시 강남구 삼성동,322000001020210007
강남종합동물병원,강원특별자치도 춘천시 석사동,418000001020010001
강남종합동물병원,경기도 용인시 기흥구 신갈동,563000001020050001
강내동물병원,충청북도 청주시 흥덕구 강내면 탑연리,573000001019783001
강덕훈 동물병원,강원특별자치도 정선군 정선읍 봉양리,429100001020240001
강동24시 SKY 동물의료센터,서울특별시 강동구 성내동,324000001020170002
강동동물병원,강원특별자치도 춘천시 신동면 정족리,418000001020150001
강동동물병원,서울특별시 강동구 길동,324000001020030002
강동물병원,대구광역시 북구 관음동,345000001020010001
강동물병원,경상남도 진주시 하대동,531000001019960002
강동큰숲동물병원,서울특별시 강동구 둔촌동,324000001020240004
강릉동물병원,강원특별자치도 강릉시 옥천동,420000001020000001
강릉축협동물병원,강원특별자치도 강릉시 입암동,420000001020010002
강민동물병원(출장진료전문병원),충청북도 제천시 백운면 원월리,440000001020230001
강북24시 N동물의료센터,서울특별시 강북구 미아동,308000001020250001
강북동물병원,경상북도 경산시 하양읍 동서리,513000001020060001
강북동물병원,서울특별시 성북구 종암동,307000001020010004
강북동물병원,서울특별시 강북구 번동,308000001020040005
강북종합,충청남도 공주시 신관동,450000001020030016
강산동물병원,경기도 여주시 홍문동,411000001020120001
강산동물병원,경상북도 경주시 시래동,505000001020220003
강산동물병원(출장전문),경기도 안성시 대덕면 내리,408000001020050002
강서 더힐 동물병원,서울특별시 강서구 화곡동,315000001020240001
강서YD동물의료센터,서울특별시 강서구 등촌동,315000001020140004
강서동물병원,충청북도 청주시 흥덕구 비하동,573000001020132003
강서동물병원,서울특별시 강서구 화곡동,315000001020020011
강아지나라동물병원,경기도 남양주시 진접읍 장현리,399000001020040001
강아지와고양이나라 동물병원,인천광역시 남동구 논현동,353000001020090001
강앤정 동물병원,서울특별시 서대문구 남가좌동,312000001020170001
강영석동물병원,충청남도 홍성군 홍성읍 오관리,460000001020060001
강우동물병원,경상남도 거창군 거창읍 김천리,547000001020230005
강원대학교 부속 동물병원,강원특별자치도 춘천시 효자동,418000001020040002
강원대학교부설 야생동물구조센터,강원특별자치도 춘천시 효자동,418000001020070002
강원동물병원,강원특별자치도 원주시 중앙동,419000001019880001
강원동물병원,강원특별자치도 삼척시 근덕면 광태리,424000001020140002
강원양돈축산업협동조합동물병원,강원특별자치도 강릉시 교동,420000001020030001
강원특별자치도 축산기술연구소 동물병원,강원특별자치도 횡성군 둔내면 현천리,426100001020240003
강이동물병원,충청남도 예산군 광시면 광시리,461000001020100002
강주혁동물병원,경상북도 성주군 성주읍 성산리,521000001020090001
강진동물약품병원,전라남도 강진군 강진읍 동성리,492000001020040001
강진완도축협동물병원,전라남도 강진군 강진읍 평동리,492000001020140001
강한우리동물병원,충청남도 당진시 우강면 창리,568000001020180001
강해철 동물병원,경상북도 문경시 모전동,512000001020080001
강현림 종합동물병원,서울특별시 양천구 목동,314000001019900002
강형모동물병원,경상남도 합천군 합천읍 합천리,548000001020110001
같은마음 동물병원,경기도 광명시 광명동,390000001020230001
개금동물병원,부산광역시 사상구 주례동,339000001020030001
개명동물병원,서울특별시 구로구 개봉동,316000001019930002
개와냥이동물병원,서울특별시 은평구 대조동,311000001020160004
개포동물병원,서울특별시 강남구 개포동,322000001020100005
개포동물병원,경기도 양평군 양서면 양수리,417000001020100001
개포별빛동물병원,서울특별시 강남구 개포동,322000001020160001
거부기 동물병원,경기도 고양시 일산동구 장항동,394000001020100002
거산동물병원,충청남도 당진시 신평면 거산리,463000001019960002
거제동물메디컬센터,경상남도 거제시 수월동,537000001020160001
거제동물병원,부산광역시 연제구 거제동,337000001020030001
거창축산업협동조합동물병원,경상남도 거창군 거창읍 대평리,547000001020000002
건강하게 동물병원,경기도 하남시 학암동,404000001020230004
건강한동물병원,전라남도 영암군 영암읍 서남리,494000001020230001
건국 대동물병원,충청남도 서산시 읍내동,453000001020210003
건국 동물병원,경기도 성남시 수정구 태평동,378000001020090005
건국 종합 가축병원 (출장전문병원),경기도 안성시 일죽면 송천리,408000001020120003
건국가축병원,경상북도 상주시 신봉동,511000001020200001
건국대학교 부속 동물병원,서울특별시 광진구 화양동,304000001020040003
건국동물병원,경기도 구리시 교문동,398000001019990001
건국동물병원,충청북도 청주시 청원구 내수읍 마산리,573500001020200001
건국동물병원,충청남도 당진시 읍내동,463000001020000001
건국동물병원,경상북도 경주시 외동읍 입실리,505000001019960001
건국동물병원,강원특별자치도 홍천군 홍천읍 연봉리,425000001020160001
건국동물병원 (출장진료 전문),경기도 평택시 청북읍 어연리,391000001019920002
건국동물병원(출장진료전문),충청남도 아산시 둔포면 둔포리,452000001020100002
건동물병원,경상남도 창녕군 창녕읍 퇴천리,541000001020220001
검단이담동물의료센터,인천광역시 서구 원당동,356000001020220004
검단종합동물병원,인천광역시 서구 마전동,356000001020170001
검암동물병원,인천광역시 서구 검암동,356000001020100003
겨울나는나비 동물병원,경상남도 사천시 용현면 선진리,534000001020210001
견우동물병원,제주특별자치도 제주시 아라이동,651000001020250002
견우동물병원,경상북도 포항시 북구 두호동,502000001020160001
견우동물병원,경기도 광주시 태전동,554000001020160001
경기도 야생동물 구조관리센터,경기도 평택시 진위면 동천리,391000001020090002
경기도동물위생시험소 부설 동물병원,경기도 수원시 권선구 금곡동,374000001020240002
경기동물메디컬센터,경기도 오산시 원동,400000001020140003
경기동물병원,경기도 동두천시 생연동,392000001019730001
경기동물병원,경기도 가평군 청평면 청평리,416000001019900001
경기동물병원(출장진료 전문),경기도 평택시 서정동,391000001019800001
경기동물전문병원「산업동물 출장진료 전문」,경기도 이천시 중리동,407000001020030001
경기북부야생동물구조관리센터,경기도 연천군 전곡읍 양원리,414000001020210003
경기중앙동물병원,경기도 안양시 만안구 안양동,383000001020040009
경남동물병원,경상남도 진주시 일반성면 창촌리,531000001020070003
경남동물병원,경상남도 밀양시 내일동,536000001020020002
경남수의동물병원,경상남도 창녕군 계성면 명리,541000001020150001
경남수의동물병원(출장진료전문병원),경상남도 진주시 상평동,531000001020190004
경남야생동물센터,경상남도 진주시 가좌동,531000001020120002
경남유우동물병원,경상남도 창원시 의창구 동읍 용잠리,567000001020050003
경동가축병원,경상북도 영주시 하망동,509000001019930001
경동동물병원,인천광역시 중구 경동,349000001019940001
경북가축병원,대구광역시 북구 노원동2가,345000001019940001
경북대동물병원,경상북도 경주시 안강읍 안강리,505000001020030001
경북대학교 수의과대학 부속동물병원,대구광역시 북구 산격동,345000001019840001
